Category,Subcategory,Name,Date/Time/Schedule,Time/Hours,Location,Frequency/Service Type,Cost/Price,Description/Notes,Source URL
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,6:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St/Catholic Memorial Home,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,7:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,8:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,9:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,10:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,11:10 AM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,12:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,1:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,2:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,3:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,4:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Robeson St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 104 - Robeson St,Weekday Outbound,5:10 PM,SRTA Terminal → Catholic Memorial Home,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,6:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd/Southcoast Marketplace,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,7:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,8:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,9:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,10:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,11:20 AM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,12:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,1:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,2:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,3:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,4:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Stafford Rd,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 105 - Stafford Rd,Weekday Outbound,5:20 PM,SRTA Terminal → Southcoast Marketplace,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,6:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,7:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,8:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,9:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,10:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,11:30 AM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,12:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,1:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,2:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,3:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,4:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bay St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 107 - Bay St,Weekday Outbound,5:30 PM,SRTA Terminal → Bay St Turnaround,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,6:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bristol Community College,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,7:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,8:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,9:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,10:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,11:35 AM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,12:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,1:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,2:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,3:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,4:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to BCC,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 108 - BCC,Weekday Outbound,5:35 PM,SRTA Terminal → Bristol Community College,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,6:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,7:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,8:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,9:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,10:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,11:20 AM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,12:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,1:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,2:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,3:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,4:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Bedford St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 109 - Bedford St,Weekday Outbound,5:20 PM,SRTA Terminal → County St & Pleasant St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,6:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St/Walmart,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,7:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,8:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,9:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,10:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,11:30 AM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,12:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,1:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,2:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,3:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,4:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Rodman St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 110 - Rodman St,Weekday Outbound,5:30 PM,SRTA Terminal → Fall River Walmart,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 114 - Swansea,Weekday Outbound,8:30 AM,SRTA Terminal → Swansea Walmart,120 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Swansea Mall/Walmart,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 114 - Swansea,Weekday Outbound,10:30 AM,SRTA Terminal → Swansea Walmart,120 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Swansea,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 114 - Swansea,Weekday Outbound,12:30 PM,SRTA Terminal → Swansea Walmart,120 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Swansea,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 114 - Swansea,Weekday Outbound,2:30 PM,SRTA Terminal → Swansea Walmart,120 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Swansea,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 114 - Swansea,Weekday Outbound,4:30 PM,SRTA Terminal → Swansea Walmart,120 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,6:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service connecting New Bedford and Fall River via UMass Dartmouth,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,7:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,8:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,9:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,9:30 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,10:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,10:30 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,11:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,11:30 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,12:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,12:30 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,1:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,1:30 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,2:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,2:30 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,3:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,3:30 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,4:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,4:30 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,5:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,6:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,7:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - New Bedford to Fall River,8:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last trip New Bedford to Fall River,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,7:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service Fall River to New Bedford,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,8:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,9:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,10:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,10:35 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,11:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,11:35 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,12:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,12:35 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,1:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
